Timestamp,In which country are you currently located?,In which city are you currently located?,How old are you?,What is your gender?,"During your daytime activities, how much of a problem do you have with sleepiness?",What time do you try to go to sleep?,What is the main reason you go to bed at this time on weekdays?,How long does it take you to fall asleep?,What time do you wake up?,What is the main reason you wake up at this time on weekdays?,After falling asleep how long do you spend awake during the night?,How would you rate the quality of your sleep?,What external factors influenced how well you slept last night?,How rested or refreshed do you feel when you wake up for the day?,"On average, how long do you nap during each weekday?",What time does your (school) day start?,What time do you try to go to sleep?,How long does it take you to fall asleep?,What time do you wake up?,Are you free to wake up when you want on weekends?,After falling asleep how long do you spend awake during the night?,How would you rate the quality of your sleep?,How rested or refreshed do you feel when you wake up for the day?,"On average, how long do you nap each Saturday and Sunday?",How many caffeinated drinks do you have during the day?,What time do you have your last caffeinated drink?,"Each weekday, how many hours on average do you use technology (outside of school)?",How often do you use technology during the last hour before you go to sleep?,How often do you use technology after you have gone to bed?,How often do you wake up at night from notifications?,How many days did you do sport/physical activity in the morning before school?,How many days did you do sport/physical activity in the afternoon after school?,How many days did you do sport/physical activity in the evening on school days?,How many days did you do sport/physical activity on the weekend?,"If you did not have your sports or physical activity, would you go to bed earlier or later?","If you did not have your sports or physical activity, would you wake up earlier or later?",How many days did you study/do homework in the morning before school?,How many days did you study/do homework in the afternoon after school?,How many days did you study/do homework in the evening on days that you have school?,How many days did you study/do homework on the weekend?,How many hours did you study/do homework?,How often have you arrived late to class because you overslept?,"Currently, what are your grades in school mostly?","If you compare yourself to other people your age, how would you describe your health?",How often do I go to bed and think about things I need to do?,How often do I go to bed and replay the day’s events over and over in my mind?,How often do I check my clock several times during the night?,"During the 1 hour before bedtime, how often do things happen that make me feel strong emotions?",How often do I go to bed feeling upset?,How often do I go to bed and worry about things happening at home or at school?
23/09/2021 06:09:09,Australia,Perth ,14,Female,3,9,My parent / carer has set my bedtime,30,6.5,My alarm clock wakes me up,20,3,Phone/technology noise or light,1,0,8.5,10,90,8.5,Yes,30,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 06:09:15,Australia,Perth,15,Male,1,22,I feel sleepy,30,7,My parent/carer or another family member wakes me up,2,4,Family/people disturbance,4,0,8.5,22.5,15,9.5,No,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 06:09:32,Australia,Perth,17,Female,2,22.5,I finish my homework,5,6,My alarm clock wakes me up,5,4,Room too hot/cold,1,0,8.5,22.5,5,7,Yes,5,4,4,30,1,6.5,3-4 hours,5,4,0,2,0,3,2,The same as you usually do,Earlier than you usually do,1,5,5,1,15,Several Times,B’s and C’s,3,3,2,2,3,3,4
23/09/2021 06:10:29,Australia,Perth ,14,Female,1,22.5,I finish socialising,15,7.5,"I don’t know, I just wake up",0,5,None,2,0,8.5,23,10,8.5,Yes,0,5,4,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 06:11:34,Australia,Perth,14,Male,1,21,Other,45,7.5,My parent/carer or another family member wakes me up,0,4,Room too hot/cold,2,0,8.5,22.5,30,9.5,Yes,0,5,4,0,0,9.5,3-4 hours,3,1,1,0,3,3,1,Earlier than you usually do,Later than you usually do,3,2,3,1,6,Twice,B’s and C’s,3,3,2,0,2,2,3
23/09/2021 06:12:47,Australia,Perth,14,Male,2,22.5,I feel sleepy,30,7,My parent/carer or another family member wakes me up,0,5,Phone/technology noise or light,3,0,8.5,12,15,9,Yes,0,5,4,0,7,17,5-6 hours,5,4,0,0,0,0,0,The same as you usually do,The same as you usually do,0,3,2,1,4,Never,A’s and B’s,2,5,5,0,3,1,1
23/09/2021 06:13:20,Australia,Perth,14,Female,2,22,My parent / carer has set my bedtime,10,6,My alarm clock wakes me up,5,4,Noises outside your home,2,0,8.5,23.5,7,23,Yes,5,4,4,0,2,19,3-4 hours,3,2,0,0,5,5,1,,,,,,,,,,,,,,,,
23/09/2021 06:13:58,Australia,perth,14,Female,3,22,My TV shows are over,20,7,My alarm clock wakes me up,0,4,Other,2,60,8.5,23.5,30,9,No,0,4,2,60,,,5-6 hours,5,1,0,,4,4,2,The same as you usually do,Later than you usually do,,,,,,,,3,3,2,3,4,1,3
23/09/2021 06:17:36,Australia,Perth WA,14,Female,1,21.5,I feel sleepy,40,6,My alarm clock wakes me up,0,3,Phone/technology noise or light,3,0,8.5,22,30,7.5,Yes,0,4,4,0,2,8,1-2 hours,3,2,0,1,2,1,2,The same as you usually do,The same as you usually do,0,1,3,2,5,Never,A’s and B’s,3,3,5,1,2,2,2
23/09/2021 06:20:20,Australia,Perth,14,Non-binary,3,1,I feel sleepy,20,6,My alarm clock wakes me up,0,4,Noises outside your home,2,0,8.5,1,20,11,Yes,0,4,4,0,1,7,3-4 hours,2,0,0,,,,,,,,,,,,,,,,,,,,
23/09/2021 11:59:12,Australia,Perth,16,Male,0,22.5,I feel sleepy,30,7,"I don’t know, I just wake up",15,5,None,5,0,8.5,23,30,8.5,Yes,5,5,5,0,0,,5-6 hours,5,5,0,5,2,5,2,The same as you usually do,The same as you usually do,0,5,2,2,11,Once,B’s,1,4,2,4,3,1,2
23/09/2021 14:06:04,Australia,Perth,15,Female,1,23,My TV shows are over,25,7.5,My parent/carer or another family member wakes me up,0,4,Room too hot/cold,3,10,8.5,23,20,9,Yes,0,4,3,0,,,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
24/09/2021 01:49:45,Australia,Perth,13,Male,0,10,I feel sleepy,20,7,My parent/carer or another family member wakes me up,0,4,Family/people disturbance,4,0,8.5,10.5,20,8,Yes,0,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2021 01:51:01,Australia,Perth,13,Female,1,9,My parent / carer has set my bedtime,90,7,My alarm clock wakes me up,40,3,Room too hot/cold,4,0,8.5,10,60,20.5,Yes,10,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2021 01:51:03,Australia,perth,14,Prefer not to say,1,21,I feel sleepy,60,5.5,My alarm clock wakes me up,0,5,Pet disturbance,3,0,8.5,21.5,60,7,Yes,0,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2021 01:52:09,Australia,Perth,13,Female,2,20.5,My parent / carer has set my bedtime,120,7,My parent/carer or another family member wakes me up,180,1,Other,1,0,8.5,22.5,120,11,No,120,2,3,20,2,8,5-6 hours,3,3,4,1,4,4,1,The same as you usually do,Earlier than you usually do,1,2,3,0,7,Several Times,A’s and B’s,1,2,4,3,2,3,5
24/09/2021 01:52:15,Australia,Perth,14,Male,1,21.5,My parent / carer has set my bedtime,60,6,"I don’t know, I just wake up",0,3,None,3,0,8.5,10.5,30,6.5,Yes,0,3,3,0,0,,1-2 hours,2,0,0,,,,,,,,,,,,,,,,,,,,
24/09/2021 01:53:00,Australia,Perth,14,Female,1,22,My parent / carer has set my bedtime,60,6,My alarm clock wakes me up,0,3,Room too hot/cold,2,0,8.5,11.5,60,10,No,0,4,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2021 01:53:27,Australia,Perth,14,Female,2,22,I feel sleepy,30,7,"I don’t know, I just wake up",0,3,Phone/technology noise or light,2,60,8.5,12,30,7.5,No,0,5,5,0,1,16,3-4 hours,4,4,2,1,1,1,1,The same as you usually do,Later than you usually do,0,2,2,1,4,Once,A’s and B’s,3,4,4,3,4,3,4
24/09/2021 01:53:51,Australia,Perth,13,Female,2,22,Other,20,7.5,My parent/carer or another family member wakes me up,10,3,Family/people disturbance,1,0,8.5,22,30,9.5,No,5,3,2,5,1,,3-4 hours,4,3,1,0,5,5,1,Earlier than you usually do,Earlier than you usually do,0,2,1,1,2,Everyday,B’s and C’s,2,5,5,2,5,2,2
24/09/2021 01:55:14,Australia,Perth,13,Male,3,22.5,I feel sleepy,90,8,"I don’t know, I just wake up",120,2,Other,2,0,8.5,1,30,10.5,Yes,30,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2021 01:57:00,Australia,perth,14,Female,1,21.5,I finish socialising,10,7,My alarm clock wakes me up,0,4,None,1,30,8.5,0.5,10,9.5,Yes,0,4,3,60,1,15.5,5-6 hours,5,2,0,,,,,,,0,1,1,0,1,Several Times,B’s and C’s,3,3,4,1,2,2,4
24/09/2021 01:58:52,Australia,Perth,13,Male,0,21.5,I feel sleepy,10,7,My alarm clock wakes me up,0,4,None,4,0,8.5,21,5,6.5,No,0,4,4,0,0,7,1 hour or less,3,0,0,1,5,4,2,The same as you usually do,Later than you usually do,0,3,2,1,3,Never,A’s and B’s,4,1,1,0,1,0,0
24/09/2021 01:59:02,Australia,Perth,13,Prefer not to say,0,2,My parent / carer has set my bedtime,60,6,"I don’t know, I just wake up",20,4,Other,3,180,8.5,1,30,4,Yes,30,3,4,240,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2021 01:59:02,Australia,perth,14,Female,3,21.5,My parent / carer has set my bedtime,60,6.5,My alarm clock wakes me up,30,1,Other,1,0,8.5,10.5,10,5,Yes,30,1,1,0,0,,1-2 hours,3,0,0,0,3,0,0,The same as you usually do,,,,,,,,,,,,,,,
24/09/2021 02:02:25,Australia,Perth,13,Male,1,20.5,My parent / carer has set my bedtime,30,6.5,"I don’t know, I just wake up",15,4,Room too hot/cold,2,0,8.5,8.5,30,6.5,No,0,3,4,0,,,3-4 hours,1,0,0,,,,,,,,,,,,,,,,,,,,
24/09/2021 02:03:12,Australia,perth,13,Female,1,22.5,My parent / carer has set my bedtime,45,5,My alarm clock wakes me up,45,3,Phone/technology noise or light,2,50,8.5,12,45,7,Yes,45,4,3,30,1,10,9 or more hours,5,5,1,3,5,5,2,Earlier than you usually do,Earlier than you usually do,3,3,3,2,3,Never,B’s and C’s,4,5,5,5,4,5,5
24/09/2021 02:03:15,Australia,Perth,14,Female,0,21,I finish socialising,5,7,"I don’t know, I just wake up",0,5,None,4,0,8.5,21,10,6.5,No,0,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2021 02:05:37,Australia,perth ,14,Female,0,20.5,I feel sleepy,30,6,My alarm clock wakes me up,0,4,None,3,0,8.5,12.5,20,10,Yes,0,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2021 04:16:09,Australia,Perth,15,Female,1,22,Other,10,7.5,My alarm clock wakes me up,0,3,Other,2,0,8.5,0,5,10,Yes,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2021 04:22:54,Australia,Perth,15,Female,4,9.5,I feel sleepy,10,6,My alarm clock wakes me up,10,4,None,1,20,8,10,30,8.5,No,10,4,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2021 04:26:34,Australia,WA,15,Female,2,22,I feel sleepy,30,7.5,My alarm clock wakes me up,0,4,None,3,0,8.5,23,30,9,Yes,0,4,4,0,0,,1-2 hours,4,0,0,2,1,,1,The same as you usually do,The same as you usually do,0,2,2,1,3,Never,A’s and B’s,3,3,3,0,2,2,2
24/09/2021 04:28:20,Australia,Perth,15,Female,1,21.5,I feel sleepy,30,6.5,My alarm clock wakes me up,0,3,Pet disturbance,3,20,8.5,21.5,30,7.5,No,0,3,3,30,1,7,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2021 04:29:39,Australia,Perth,15,Female,2,22.5,My parent / carer has set my bedtime,60,6,My alarm clock wakes me up,0,3,Other,2,0,7.5,23,45,8.5,Yes,0,3,3,0,1,8,3-4 hours,4,2,0,2,2,0,2,The same as you usually do,Later than you usually do,0,2,2,1,2,Once,A’s and B’s,3,3,4,0,2,2,3
24/09/2021 04:33:29,Afghanistan,n,66,Male,1,6,My parent / carer has set my bedtime,72,5.5,Noises or my pet wakes me up,72,2,Pet disturbance,1,82,2.5,4.5,62,5.5,Yes,72,1,1,62,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2021 04:36:55,Australia,Perth,15,Female,2,21.5,Other,15,5.5,"I don’t know, I just wake up",0,3,Room too hot/cold,3,0,7.5,21,15,6,No,0,2,3,0,0,,1 hour or less,4,4,0,0,5,5,1,Earlier than you usually do,The same as you usually do,0,0,1,2,8,Never,A’s and B’s,3,4,1,0,3,3,4
24/09/2021 04:37:33,Australia,Perth,16,Male,3,23,I feel sleepy,60,6.5,My alarm clock wakes me up,0,4,Room too hot/cold,2,0,8.5,0,45,7.5,Yes,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2021 04:47:12,Australia,perth,16,Female,2,23,I feel sleepy,30,8,"I don’t know, I just wake up",0,3,Family/people disturbance,3,30,8.5,22,20,9,Yes,0,4,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2021 04:49:08,Australia,Perth,15,Male,3,22.5,I finish my homework,30,7.5,My alarm clock wakes me up,60,2,Other,2,0,8.5,1,10,10,Yes,30,3,4,0,3,14,5-6 hours,4,3,2,0,0,0,0,The same as you usually do,The same as you usually do,0,0,3,1,3,Several Times,B’s and C’s,1,4,4,2,3,3,3
24/09/2021 04:50:30,Australia,Perth,16,Female,2,9.5,I feel sleepy,180,5.5,"I don’t know, I just wake up",60,2,Other,4,60,8.5,21,180,7,Yes,60,4,4,120,3,7.5,3-4 hours,3,3,0,0,4,1,2,The same as you usually do,The same as you usually do,5,5,5,2,1,Never,A’s and B’s,2,4,2,1,1,2,3
24/09/2021 04:51:27,Australia,Perth,15,Female,2,22.5,My parent / carer has set my bedtime,40,6,My alarm clock wakes me up,5,3,Phone/technology noise or light,2,0,8.5,0,20,8.5,Yes,0,4,3,0,0,,3-4 hours,5,4,1,0,3,3,2,The same as you usually do,The same as you usually do,1,2,2,1,2,Twice,B’s,3,4,4,4,3,2,4
24/09/2021 04:54:41,Australia,"Perth, WA",15,Male,0,10,Other,20,7,My alarm clock wakes me up,8,4,Other,3,0,8.5,11,20,9,Yes,8,4,4,0,,,1-2 hours,3,2,0,0,4,3,1,The same as you usually do,Later than you usually do,0,2,1,1,3,Never,A’s and B’s,3,2,3,1,1,0,1
24/09/2021 04:57:59,Australia,perth,15,Male,1,21.5,Other,5,5,My alarm clock wakes me up,0,4,Phone/technology noise or light,3,0,8.5,23,5,9.5,Yes,0,4,4,0,1,13.5,5-6 hours,5,1,0,3,2,1,2,Later than you usually do,The same as you usually do,0,1,5,1,27,Twice,B’s and C’s,4,2,3,0,1,1,2
24/09/2021 05:28:27,Australia,perth,16,Female,3,23,I finish my homework,45,6.5,My alarm clock wakes me up,45,3,Room too hot/cold,3,240,8.5,1,10,9,Yes,15,4,4,60,2,19,3-4 hours,5,4,0,0,0,5,2,The same as you usually do,The same as you usually do,5,5,5,2,12,Several Times,A’s and B’s,3,5,5,3,2,1,2
24/09/2021 23:41:10,Australia,Fremantle,12,Male,1,20.5,My parent / carer has set my bedtime,20,6,"I don’t know, I just wake up",10,3,Other,2,0,8.5,21,10,7,Yes,10,3,2,0,1,17,3-4 hours,1,0,0,,,,,,,0,5,0,1,,Never,A’s and B’s,2,2,1,1,1,1,2
25/09/2021 00:12:43,Australia,Perth,16,Non-binary,1,1,Other,90,7,My parent/carer or another family member wakes me up,10,3,Other,1,0,8.5,4,90,9.5,No,10,4,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
25/09/2021 11:03:45,Australia,Perth,16,Male,2,0,Other,40,7,My alarm clock wakes me up,20,4,Room too hot/cold,1,40,7,3,50,7.5,No,0,3,3,0,2,12,3-4 hours,4,4,0,5,,5,1,The same as you usually do,The same as you usually do,0,0,0,0,0,Several Times,C’s and D’s,2,5,5,5,5,5,5
25/09/2021 11:56:01,Australia,Perth,17,Female,2,23,I finish socialising,30,7,My alarm clock wakes me up,5,2,Family/people disturbance,1,0,8.5,0,15,9,No,0,3,3,1,1,8.5,5-6 hours,5,5,0,0,0,0,1,The same as you usually do,The same as you usually do,0,0,4,1,9,Never,A’s,2,4,4,3,3,3,3
26/09/2021 04:23:25,Australia,Perth,16,Female,2,22,I feel sleepy,30,6.5,My parent/carer or another family member wakes me up,60,3,Room too hot/cold,3,0,8.5,23,30,8.5,No,60,3,2,30,2,16.5,3-4 hours,3,1,0,0,3,0,1,Later than you usually do,Earlier than you usually do,0,2,3,1,3,Several Times,B’s and C’s,4,5,5,3,3,2,5
29/09/2021 14:22:10,Australia,perth,17,Female,2,0.5,Other,120,6,My parent/carer or another family member wakes me up,40,2,None,2,60,8.5,3,45,6.5,Yes,30,3,3,40,0,0,5-6 hours,4,4,1,0,0,0,1,The same as you usually do,The same as you usually do,,,,,,,,,,,,,,
30/09/2021 22:36:26,United States,"Austin, TX",48,Female,1,23,Other,30,7.5,My alarm clock wakes me up,60,3,Room too hot/cold,3,0,9,23,30,8.5,Yes,60,4,3,30,0,,3-4 hours,1,0,0,0,0,3,1,The same as you usually do,The same as you usually do,,,,,,,,3,3,2,3,1,1,1
30/09/2021 22:52:27,Australia,Melbourne,50,Female,1,9.5,I feel sleepy,30,6.5,Noises or my pet wakes me up,60,2,Other,2,0,8.5,9.5,30,6.5,Yes,60,2,2,20,2,14,1-2 hours,2,1,0,4,0,0,2,The same as you usually do,The same as you usually do,,,,,,,,3,3,3,2,1,1,3
30/09/2021 22:53:55,Australia,Melbourne,12,Male,0,20.5,My parent / carer has set my bedtime,30,7,"I don’t know, I just wake up",0,4,Family/people disturbance,3,0,9,21,30,7.5,Yes,0,4,4,0,0,,3-4 hours,1,0,0,3,4,0,2,The same as you usually do,The same as you usually do,0,1,0,0,1,Never,A’s and B’s,3,3,2,0,2,1,1
30/09/2021 22:57:59,Australia,Melbourne ,24,Male,0,23,Other,20,7,My alarm clock wakes me up,5,4,Other,3,0,8,23.5,15,8.5,Yes,5,4,4,0,,0,3-4 hours,2,2,0,0,3,0,1,The same as you usually do,The same as you usually do,,,,,,,,2,3,3,0,1,1,1
30/09/2021 23:11:13,Australia,Perth,29,Female,0,21,Other,40,5.5,My alarm clock wakes me up,30,3,Phone/technology noise or light,3,0,9,22,40,7,Yes,30,3,3,30,2,20.5,3-4 hours,5,4,1,4,2,0,1,The same as you usually do,The same as you usually do,,,,,,,,4,5,4,2,1,1,2
01/10/2021 08:27:41,Australia,Melbourne,23,Non-binary,0,0,I feel sleepy,30,8.5,"I don’t know, I just wake up",0,3,Other,3,0,10,0,30,9,Yes,0,3,3,0,1,20,7-8 hours,4,4,0,0,0,4,1,The same as you usually do,The same as you usually do,,,,,,,,1,2,2,1,3,2,2
02/10/2021 23:15:22,Australia,Melbourne,50,Female,1,21.5,I feel sleepy,2,5.5,Noises or my pet wakes me up,15,4,Pet disturbance,3,30,8.5,21.5,2,5.5,Yes,60,4,3,30,3,15,7-8 hours,5,5,0,,,,,,,,,,,,,,,,,,,,
04/10/2021 00:03:19,Australia,doncaster ,13,Female,0,21,Other,20,7.5,I need to go to the bathroom,20,4,Room too hot/cold,4,0,9,9.5,20,8,Yes,20,4,4,0,,,,,,,,,,,,,,,,,,,,3,2,2,0,1,1,1
04/10/2021 00:04:17,Australia,melbourne,14,Female,1,20.5,My parent / carer has set my bedtime,90,8.5,"I don’t know, I just wake up",20,2,Noises outside your home,3,0,9,20.5,90,8.5,Yes,20,3,3,30,0,,1-2 hours,2,0,0,0,5,0,2,The same as you usually do,The same as you usually do,0,2,0,0,2,Never,,3,2,3,3,3,3,3
04/10/2021 00:20:36,Australia,Melbourne,14,Female,0,23.5,My TV shows are over,40,6,My alarm clock wakes me up,0,5,Phone/technology noise or light,2,0,8.5,3,20,12,Yes,0,5,5,0,,,3-4 hours,5,1,0,0,3,0,1,Earlier than you usually do,The same as you usually do,0,2,0,1,3,Never,A’s and B’s,2,5,5,2,5,2,5
05/10/2021 04:08:25,Australia,Perth,40,Female,1,22,I feel sleepy,5,6,"I don’t know, I just wake up",15,3,None,2,0,8,22,5,7,Yes,15,3,3,0,2,13,1-2 hours,2,0,0,0,0,1,1,The same as you usually do,The same as you usually do,,,,,,,,3,2,1,0,1,0,1
10/10/2021 00:35:03,Australia,Perth,44,Female,2,20,I feel sleepy,5,5,"I don’t know, I just wake up",10,4,Room too hot/cold,4,20,7,21,5,5.5,Yes,10,4,4,0,2,13.5,3-4 hours,0,0,0,,,,,,,,,,,,,,2,1,1,1,2,1,1
10/10/2021 18:45:17,United States,Phoenix,63,Female,0,20.5,I feel sleepy,5,4.5,Other,5,5,None,5,0,6,21,5,5,Yes,5,5,5,0,1,7,1 hour or less,0,0,0,3,0,3,1,The same as you usually do,The same as you usually do,,,,,,,,3,0,0,0,1,0,0
11/10/2021 00:11:00,Australia,Melbourne,15,Male,0,0,My TV shows are over,60,9,"I don’t know, I just wake up",60,4,Pet disturbance,3,0,9,1,60,11,Yes,60,4,4,0,,,5-6 hours,4,1,0,,,,,,,,,,,,,,3,2,1,1,1,1,1
11/10/2021 01:20:37,Australia,Perth,17,Female,2,21.5,I feel sleepy,10,5.5,My alarm clock wakes me up,2,4,Phone/technology noise or light,2,20,8.5,21.5,20,9,Yes,0,5,3,60,0,,5-6 hours,5,3,0,0,0,0,0,Earlier than you usually do,Later than you usually do,0,2,2,2,,Twice,B’s and C’s,1,3,3,1,3,2,4
18/10/2021 03:34:00,Australia,Perth,14,Female,1,21,My parent / carer has set my bedtime,10,6.5,My parent/carer or another family member wakes me up,5,3,None,4,0,9,11,20,8,No,0,3,3,30,,,,,,,2,2,3,2,Earlier than you usually do,The same as you usually do,0,0,0,0,0,Never,A’s,4,2,3,1,2,1,2
18/10/2021 03:34:35,Australia,Perth ,13,Male,0,1.5,I feel sleepy,10,8,"I don’t know, I just wake up",0,4,Noises outside your home,3,3,8.5,3,5,15,Yes,0,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
18/10/2021 03:36:11,Australia,Perth,13,Female,1,22,Other,2,5.5,My alarm clock wakes me up,0,4,None,4,0,9,1,3,11,Yes,0,4,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
18/10/2021 03:37:39,Australia,Perth,14,Male,1,20,Other,30,6,Noises or my pet wakes me up,20,2,Other,1,0,9,9,30,6,No,20,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
18/10/2021 03:38:41,Australia,Perth ,24,Female,0,10.5,My parent / carer has set my bedtime,5,10,"I don’t know, I just wake up",20,3,Family/people disturbance,3,2,8.5,0,5,10.5,Yes,20,3,4,3,5,4,1-2 hours,0,1,0,2,3,5,2,Earlier than you usually do,Later than you usually do,,,,,,,,,,,,,,
18/10/2021 03:40:36,Australia,Perth,13,Male,1,10.5,My parent / carer has set my bedtime,27,7,My parent/carer or another family member wakes me up,5,5,Room too hot/cold,4,0,9,11.5,20,10.5,Yes,10,4,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
18/10/2021 03:41:02,Australia,Perth,13,Male,1,21,My parent / carer has set my bedtime,30,7,My alarm clock wakes me up,20,3,Room too hot/cold,1,0,9,23,30,8.5,Yes,0,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
18/10/2021 03:41:30,Australia,Perth,13,Female,1,2.5,Other,60,7,Other,60,3,Phone/technology noise or light,2,240,7,2.5,60,10,Yes,240,3,3,240,4,8.5,9 or more hours,5,5,2,2,1,4,2,The same as you usually do,The same as you usually do,0,0,0,0,0,Once,C’s and D’s,3,2,1,2,2,2,3
18/10/2021 03:41:48,Australia,Perth ,14,Non-binary,3,3,My TV shows are over,180,6,"I don’t know, I just wake up",240,1,Room too hot/cold,1,0,9,18,180,6,No,240,1,1,0,,,3-4 hours,3,0,4,0,3,4,2,Later than you usually do,Later than you usually do,2,5,5,0,4,Several Times,B’s and C’s,1,2,0,3,5,5,5
18/10/2021 03:42:39,Australia,perth,14,Female,2,0,I get home from my job,15,8,My alarm clock wakes me up,5,4,Other,3,240,8.5,1.5,15,11.5,Yes,5,5,3,60,,,9 or more hours,5,4,0,,,,,,,0,0,0,0,0,Once,B’s and C’s,2,2,5,2,4,3,4
18/10/2021 03:43:22,Australia,Perth ,13,Male,1,22.5,I feel sleepy,30,6.5,My alarm clock wakes me up,0,4,None,4,0,9,23.5,30,8.5,Yes,0,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
18/10/2021 03:43:23,Australia,Perth,13,Male,2,21,Other,75,7.5,"I don’t know, I just wake up",75,3,Other,2,0,8.5,23,75,8.5,Yes,20,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
18/10/2021 03:43:24,Australia,perth,14,Female,1,23.5,I finish socialising,10,19.5,My alarm clock wakes me up,0,3,Phone/technology noise or light,2,0,9,2.5,10,10.5,Yes,0,3,3,0,1,8,7-8 hours,5,5,1,0,1,0,1,The same as you usually do,The same as you usually do,0,0,0,0,0,Several Times,B’s and C’s,2,2,5,1,1,1,1
18/10/2021 03:44:18,Australia,perth,14,Female,1,22,Other,30,6.5,My alarm clock wakes me up,30,3,Pet disturbance,4,0,9,10.5,20,8,Yes,20,4,4,0,3,21,3-4 hours,2,0,0,,,,,,,,,,,,Once,B’s and C’s,3,3,4,1,3,2,2
18/10/2021 03:45:02,Australia,Perth,13,Female,2,10.5,I feel sleepy,30,6.5,My alarm clock wakes me up,5,3,Pet disturbance,1,0,9,1,10,9,No,0,3,2,0,10,21,7-8 hours,5,5,1,0,0,0,2,The same as you usually do,The same as you usually do,1,0,0,0,1,Never,C’s and D’s,1,1,3,2,3,3,4
18/10/2021 03:45:09,Australia,Perth,13,Female,1,22.5,Other,30,6.5,My alarm clock wakes me up,0,4,Family/people disturbance,4,0,9,23.5,5,6.5,No,10,3,4,0,1,16,7-8 hours,5,0,0,0,3,2,1,The same as you usually do,Later than you usually do,0,4,3,0,5,Never,A’s and B’s,3,4,0,1,3,1,3
18/10/2021 03:45:20,Australia,Perth,13,Non-binary,2,21.5,My brother or sister go to bed,120,6.5,My alarm clock wakes me up,30,2,Family/people disturbance,1,0,9,10,120,6,No,20,2,1,0,2,9,7-8 hours,4,2,0,0,2,0,1,The same as you usually do,The same as you usually do,0,0,0,0,0,Never,B’s and C’s,1,1,5,4,3,4,3
18/10/2021 03:45:27,Australia,Perth ,14,Female,2,21,Other,15,7.5,My alarm clock wakes me up,1,4,Phone/technology noise or light,3,0,9,23,3,8.5,No,0,4,2,0,3,20,5-6 hours,5,0,1,1,0,2,1,The same as you usually do,Later than you usually do,0,3,0,1,,Once,A’s and B’s,3,4,2,1,2,1,2
18/10/2021 03:45:28,Australia,Perth,14,Female,1,21,Other,20,7,My alarm clock wakes me up,3,4,Phone/technology noise or light,3,0,9,23,5,8.5,No,0,4,2,0,1,19.5,5-6 hours,5,0,1,0,2,2,1,Earlier than you usually do,Later than you usually do,0,3,0,1,,Once,A’s and B’s,3,4,3,1,2,1,1
18/10/2021 03:45:32,Australia,Wanneroo,13,Female,1,2,Other,10,8,"I don’t know, I just wake up",0,2,Phone/technology noise or light,2,180,9,4,10,13,Yes,10,3,3,240,,,,,,,,,,,,,,,,,,,,,,,,,,
18/10/2021 03:45:49,Australia,Perth ,13,Female,1,22.5,I finish socialising,30,18.5,"I don’t know, I just wake up",5,3,Room too hot/cold,3,45,9,23,30,9.5,Yes,5,5,5,0,2,18.5,3-4 hours,1,1,0,3,0,0,2,The same as you usually do,The same as you usually do,1,0,0,0,30,Never,C’s,4,0,0,0,0,0,0
18/10/2021 03:45:55,Australia,Perth,14,Male,1,9.5,I feel sleepy,5,8.5,"I don’t know, I just wake up",2,2,Pet disturbance,1,0,9,8,5,8.5,Yes,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
18/10/2021 03:45:56,Australia,Perth,13,Prefer not to say,3,0,Other,40,7,My alarm clock wakes me up,240,1,Other,1,0,9,2,30,5.5,Yes,240,1,1,0,0,11,7-8 hours,4,4,0,0,0,0,1,The same as you usually do,The same as you usually do,0,0,0,0,0,Once,D’s,2,2,4,3,3,3,4
